codmatricula;chavematricula;unidade;codcoordenador;siglacurso;codcurso;serie;coddisciplina;anoagenda;semletivo;sigladisciplina;codturma;siglaturno;horario;diasemana;codprofessor;titulacao
1224LCCTN1A;1224LCCTN1A0830;LIBERDADE;100216;CCONT;122;4;678;2021;2;304_081_FE;LCCTN1A;N1;18:00-20:30;Quarta Feira;100514;ESPECIALISTA
1224LCCTN1A;1224LCCTN1A0922;LIBERDADE;100216;CCONT;122;4;679;2021;2;304_081_LT;LCCTN1A;N1;18:00-20:30;Terça Feira;100530;ESPECIALISTA
1224LCCTN1A;1224LCCTN1A0456;LIBERDADE;100216;CCONT;122;4;680;2021;2;304_081_PPI;LCCTN1A;N1;18:00-20:30;Sexta Feira;100593;ESPECIALISTA
1224LCCTN1A;1224LCCTN1A0652;LIBERDADE;100216;CCONT;122;4;681;2021;2;304_081_PO;LCCTN1A;N1;18:00-20:30;Quarta Feira;100366;ESPECIALISTA
1224LCCTN1B;1224LCCTN1B0305;LIBERDADE;100216;CCONT;122;4;676;2021;2;304_081_CPO;LCCTN1B;N1;18:00-20:30;Terça Feira;100379;ESPECIALISTA
1224LCCTN1B;1224LCCTN1B1194;LIBERDADE;100216;CCONT;122;4;677;2021;2;304_081_E;LCCTN1B;N1;18:00-20:30;Quinta Feira;100504;ESPECIALISTA
1224LCCTN1B;1224LCCTN1B0362;LIBERDADE;100216;CCONT;122;4;678;2021;2;304_081_FE;LCCTN1B;N1;18:00-20:30;Segunda Feira;100514;ESPECIALISTA
1224LCCTN1B;1224LCCTN1B0031;LIBERDADE;100216;CCONT;122;4;679;2021;2;304_081_LT;LCCTN1B;N1;18:00-20:30;Quarta Feira;100530;ESPECIALISTA
1224LCCTN1B;1224LCCTN1B1477;LIBERDADE;100216;CCONT;122;4;680;2021;2;304_081_PPI;LCCTN1B;N1;18:00-20:30;Sexta Feira;100593;ESPECIALISTA
1224LCCTN1B;1224LCCTN1B0550;LIBERDADE;100216;CCONT;122;4;681;2021;2;304_081_PO;LCCTN1B;N1;18:00-20:30;Segunda Feira;100366;ESPECIALISTA
1224LCCTN2A;1224LCCTN2A1203;LIBERDADE;100216;CCONT;122;4;676;2021;2;304_081_CPO;LCCTN2A;N2;20:40-23:10;Segunda Feira;100379;ESPECIALISTA
1224LCCTN2A;1224LCCTN2A0195;LIBERDADE;100216;CCONT;122;4;677;2021;2;304_081_E;LCCTN2A;N2;20:40-23:10;Quinta Feira;100384;MESTRE
1224LCCTN2A;1224LCCTN2A1485;LIBERDADE;100216;CCONT;122;4;678;2021;2;304_081_FE;LCCTN2A;N2;20:40-23:10;Quarta Feira;100514;ESPECIALISTA
1224LCCTN2A;1224LCCTN2A1381;LIBERDADE;100216;CCONT;122;4;679;2021;2;304_081_LT;LCCTN2A;N2;20:40-23:10;Terça Feira;100530;ESPECIALISTA
1224LCCTN2A;1224LCCTN2A0138;LIBERDADE;100216;CCONT;122;4;680;2021;2;304_081_PPI;LCCTN2A;N2;20:40-23:10;Sexta Feira;100593;ESPECIALISTA
1224LCCTN2A;1224LCCTN2A1462;LIBERDADE;100216;CCONT;122;4;681;2021;2;304_081_PO;LCCTN2A;N2;20:40-23:10;Quarta Feira;100366;ESPECIALISTA
1226LCCTN1A;1226LCCTN1A0171;LIBERDADE;100216;CCONT;122;6;687;2021;2;306_081_ASI;LCCTN1A;N1;18:00-20:30;Quinta Feira;100721;Especialista
1226LCCTN1A;1226LCCTN1A0363;LIBERDADE;100216;CCONT;122;6;688;2021;2;306_081_ADC;LCCTN1A;N1;18:00-20:30;Quarta Feira;100449;Especialista
1226LCCTN1A;1226LCCTN1A0334;LIBERDADE;100216;CCONT;122;6;689;2021;2;306_081_CSE;LCCTN1A;N1;18:00-20:30;Terça Feira;100591;Mestre
1226LCCTN1A;1226LCCTN1A0502;LIBERDADE;100216;CCONT;122;6;690;2021;2;306_081_CG;LCCTN1A;N1;18:00-20:30;Segunda Feira;282;Especialista
1226LCCTN1A;1226LCCTN1A0113;LIBERDADE;100216;CCONT;122;6;691;2021;2;306_081_PPI;LCCTN1A;N1;18:00-20:30;Sexta Feira;100449;ESPECIALISTA
1226LCCTN1A;1226LCCTN1A1394;LIBERDADE;100216;CCONT;122;6;687;2021;2;306_081_ASI;LCCTN1A;N1;18:00-20:30;Segunda Feira;100580;ESPECIALISTA
1226LCCTN1A;1226LCCTN1A0390;LIBERDADE;100216;CCONT;122;6;688;2021;2;306_081_ADC;LCCTN1A;N1;18:00-20:30;Terça Feira;100601;ESPECIALISTA
1226LCCTN1A;1226LCCTN1A0160;LIBERDADE;100216;CCONT;122;6;689;2021;2;306_081_CSE;LCCTN1A;N1;18:00-20:30;Quinta Feira;100591;ESPECIALISTA
1226LCCTN1A;1226LCCTN1A1385;LIBERDADE;100216;CCONT;122;6;690;2021;2;306_081_CG;LCCTN1A;N1;18:00-20:30;Quarta Feira;100537;ESPECIALISTA
1226LCCTN1A;1226LCCTN1A0382;LIBERDADE;100216;CCONT;122;6;691;2021;2;306_081_PPI;LCCTN1A;N1;18:00-20:30;Sexta Feira;100591;ESPECIALISTA
1226LCCTN1B;1226LCCTN1B1030;LIBERDADE;100216;CCONT;122;6;687;2021;2;306_081_ASI;LCCTN1B;N1;18:00-20:30;Terça Feira;100650;ESPECIALISTA
1226LCCTN1B;1226LCCTN1B0974;LIBERDADE;100216;CCONT;122;6;688;2021;2;306_081_ADC;LCCTN1B;N1;18:00-20:30;Quarta Feira;100601;ESPECIALISTA
1226LCCTN1B;1226LCCTN1B1396;LIBERDADE;100216;CCONT;122;6;689;2021;2;306_081_CSE;LCCTN1B;N1;18:00-20:30;Segunda Feira;100591;ESPECIALISTA
1226LCCTN1B;1226LCCTN1B0444;LIBERDADE;100216;CCONT;122;6;690;2021;2;306_081_CG;LCCTN1B;N1;18:00-20:30;Quinta Feira;100537;ESPECIALISTA
1226LCCTN1B;1226LCCTN1B0525;LIBERDADE;100216;CCONT;122;6;691;2021;2;306_081_PPI;LCCTN1B;N1;18:00-20:30;Sexta Feira;100591;ESPECIALISTA
1226LCCTN2A;1226LCCTN2A0745;LIBERDADE;100216;CCONT;122;6;687;2021;2;306_081_ASI;LCCTN2A;N2;20:40-23:10;Segunda Feira;100580;ESPECIALISTA
1226LCCTN2A;1226LCCTN2A0653;LIBERDADE;100216;CCONT;122;6;688;2021;2;306_081_ADC;LCCTN2A;N2;20:40-23:10;Terça Feira;100601;ESPECIALISTA
1226LCCTN2A;1226LCCTN2A0002;LIBERDADE;100216;CCONT;122;6;689;2021;2;306_081_CSE;LCCTN2A;N2;20:40-23:10;Quinta Feira;100591;ESPECIALISTA
1226LCCTN2A;1226LCCTN2A1508;LIBERDADE;100216;CCONT;122;6;690;2021;2;306_081_CG;LCCTN2A;N2;20:40-23:10;Quarta Feira;100537;ESPECIALISTA
1226LCCTN2A;1226LCCTN2A0949;LIBERDADE;100216;CCONT;122;6;691;2021;2;306_081_PPI;LCCTN2A;N2;20:40-23:10;Sexta Feira;100591;ESPECIALISTA
1228LCCTN1A;1228LCCTN1A0420;LIBERDADE;100216;CCONT;122;8;697;2021;2;308_081_A;LCCTN1A;N1;18:00-20:30;Quinta Feira;100366;ESPECIALISTA
1228LCCTN1A;1228LCCTN1A0742;LIBERDADE;100216;CCONT;122;8;698;2021;2;308_081_CS;LCCTN1A;N1;18:00-20:30;Segunda Feira;100449;ESPECIALISTA
1228LCCTN1A;1228LCCTN1A0160;LIBERDADE;100216;CCONT;122;8;699;2021;2;308_081_C;LCCTN1A;N1;18:00-20:30;Quarta Feira;100227;ESPECIALISTA
1228LCCTN1A;1228LCCTN1A1285;LIBERDADE;100216;CCONT;122;8;700;2021;2;308_081_PC;LCCTN1A;N1;18:00-20:30;Terça Feira;100495;ESPECIALISTA
1228LCCTN1A;1228LCCTN1A0270;LIBERDADE;100216;CCONT;122;8;701;2021;2;308_081_TCC;LCCTN1A;N1;18:00-20:30;Sexta Feira;100534;ESPECIALISTA
1228BCCTN2A;1228BCCTN2A0393;BRIGADEIRO;100216;CCONT;122;8;697;2021;2;308_081_A;BCCTN2A;N2;20:40-23:10;Terça Feira;100366;ESPECIALISTA
1228BCCTN2A;1228BCCTN2A0015;BRIGADEIRO;100216;CCONT;122;8;698;2021;2;308_081_CS;BCCTN2A;N2;20:40-23:10;Quinta Feira;100544;ESPECIALISTA
1228BCCTN2A;1228BCCTN2A1211;BRIGADEIRO;100216;CCONT;122;8;699;2021;2;308_081_C;BCCTN2A;N2;20:40-23:10;Segunda Feira;100484;MESTRE
1228BCCTN2A;1228BCCTN2A1179;BRIGADEIRO;100216;CCONT;122;8;700;2021;2;308_081_PC;BCCTN2A;N2;20:40-23:10;Quarta Feira;100495;ESPECIALISTA
1228BCCTN2A;1228BCCTN2A1213;BRIGADEIRO;100216;CCONT;122;8;701;2021;2;308_081_TCC;BCCTN2A;N2;20:40-23:10;Terça Feira;100544;ESPECIALISTA
1228LCCTN1A;1228LCCTN1A1390;LIBERDADE;100216;CCONT;122;8;697;2021;2;308_081_A;LCCTN1A;N1;18:00-20:30;Terça Feira;100366;ESPECIALISTA
1228LCCTN1A;1228LCCTN1A1230;LIBERDADE;100216;CCONT;122;8;698;2021;2;308_081_CS;LCCTN1A;N1;18:00-20:30;Quarta Feira;100544;ESPECIALISTA
1228LCCTN1A;1228LCCTN1A128A;LIBERDADE;100216;CCONT;122;8;699;2021;2;308_081_C;LCCTN1A;N1;18:00-20:30;Quinta Feira;100534;ESPECIALISTA
1228LCCTN1A;1228LCCTN1A0858;LIBERDADE;100216;CCONT;122;8;700;2021;2;308_081_PC;LCCTN1A;N1;18:00-20:30;Segunda Feira;100495;ESPECIALISTA
1228LCCTN1A;1228LCCTN1A1238;LIBERDADE;100216;CCONT;122;8;701;2021;2;308_081_TCC;LCCTN1A;N1;18:00-20:30;Sexta Feira;100534;ESPECIALISTA
1228LCCTN2A;1228LCCTN2A1052;LIBERDADE;100216;CCONT;122;8;697;2021;2;308_081_A;LCCTN2A;N2;20:40-23:10;Terça Feira;100366;ESPECIALISTA
1228LCCTN2A;1228LCCTN2A0483;LIBERDADE;100216;CCONT;122;8;698;2021;2;308_081_CS;LCCTN2A;N2;20:40-23:10;Quarta Feira;100544;ESPECIALISTA
1228LCCTN2A;1228LCCTN2A0127;LIBERDADE;100216;CCONT;122;8;699;2021;2;308_081_C;LCCTN2A;N2;20:40-23:10;Quinta Feira;100534;ESPECIALISTA
1228LCCTN2A;1228LCCTN2A1498;LIBERDADE;100216;CCONT;122;8;700;2021;2;308_081_PC;LCCTN2A;N2;20:40-23:10;Segunda Feira;100495;ESPECIALISTA
1228LCCTN2A;1228LCCTN2A1211;LIBERDADE;100216;CCONT;122;8;701;2021;2;308_081_TCC;LCCTN2A;N2;20:40-23:10;Sexta Feira;100534;ESPECIALISTA
1237LMATN1A;1237LMATN1A1115;LIBERDADE;100169;MATE;123;7;1217;2021;2;1261217ASE;LMATN1A;N1;18:00-20:30;Segunda Feira;100169;MESTRE
1235LMATN2A;1235LMATN2A0618;LIBERDADE;100017;MATE;123;5;1228;2021;2;1261228ES4;LMATN2A;N2;20:40-23:10;Segunda Feira;100017;MESTRE
1232BMATM2A;1232BMATM2A0324;BRIGADEIRO;100730;MATE;123;2;1218;2021;2;1261218ATC;BMATM2A;M2;09:40-12:10;Segunda Feira;100730;ESPECIALISTA
1238LMATM2A;1238LMATM2A1361;LIBERDADE;100127;MATE;123;8;1226;2021;2;1261226ES2;LMATM2A;M2;09:40-12:10;Terça Feira;100127;MESTRE
1234BMATN1A;1234BMATN1A0917;BRIGADEIRO;100424;MATE;123;4;1226;2021;2;1261226ES2;BMATN1A;N1;18:00-20:30;Terça Feira;100424;ESPECIALISTA
1237BMATM2A;1237BMATM2A1387;BRIGADEIRO;100585;MATE;123;7;1214;2021;2;1261214ÁLL;BMATM2A;M2;09:40-12:10;Quarta Feira;100585;MESTRE
1235BMATM2A;1235BMATM2A0792;BRIGADEIRO;100498;MATE;123;5;1220;2021;2;1261220CÁA;BMATM2A;M2;09:40-12:10;Quinta Feira;100498;ESPECIALISTA
1238BMATM2A;1238BMATM2A1453;BRIGADEIRO;100412;MATE;123;8;1240;2021;2;1261240INE;BMATM2A;M2;09:40-12:10;Sexta Feira;100412;MESTRE
1237BMATN1A;1237BMATN1A0442;BRIGADEIRO;100740;MATE;123;7;1218;2021;2;1261218ATC;BMATN1A;N1;18:00-20:30;Quarta Feira;100740;ESPECIALISTA
1234BMATM2A;1234BMATM2A0274;BRIGADEIRO;100213;MATE;123;4;1217;2021;2;1261217ASE;BMATM2A;M2;09:40-12:10;Segunda Feira;100213;MESTRE
1238BMATN2A;1238BMATN2A1006;BRIGADEIRO;100521;MATE;123;8;1248;2021;2;1261248MED;BMATN2A;N2;20:40-23:10;Terça Feira;100521;MESTRE
1231BMATM2A;1231BMATM2A0244;BRIGADEIRO;100532;MATE;123;1;1220;2021;2;1261220CÁA;BMATM2A;M2;09:40-12:10;Terça Feira;100532;MESTRE
1236LMATM2A;1236LMATM2A1452;LIBERDADE;100423;MATE;123;6;1242;2021;2;1261242IAA;LMATM2A;M2;09:40-12:10;Quarta Feira;100423;MESTRE
1235LMATM2A;1235LMATM2A0007;LIBERDADE;100373;MATE;123;5;1231;2021;2;1261231FDV;LMATM2A;M2;09:40-12:10;Quinta Feira;100373;MESTRE
1233LMATN1A;1233LMATN1A1167;LIBERDADE;100186;MATE;123;3;1235;2021;2;1261235GEE;LMATN1A;N1;18:00-20:30;Quinta Feira;100186;MESTRE
1235BMATN1A;1235BMATN1A0874;BRIGADEIRO;100595;MATE;123;5;1244;2021;2;1261244LIB;BMATN1A;N1;18:00-20:30;Sexta Feira;100595;MESTRE
1234LMATN2A;1234LMATN2A0002;LIBERDADE;100082;MATE;123;4;1241;2021;2;1261241INT;LMATN2A;N2;20:40-23:10;Quarta Feira;100082;MESTRE
1237LMATN2A;1237LMATN2A0788;LIBERDADE;100046;MATE;123;7;1254;2021;2;1261254TRI;LMATN2A;N2;20:40-23:10;Quinta Feira;100046;ESPECIALISTA
1232LMATM1A;1232LMATM1A0599;LIBERDADE;100535;MATE;123;2;1240;2021;2;1261240INE;LMATM1A;M1;07:00-09:40;Segunda Feira;100535;MESTRE
1238BMATN1A;1238BMATN1A0048;BRIGADEIRO;100545;MATE;123;8;1213;2021;2;1261213ALG;BMATN1A;N1;18:00-20:30;Segunda Feira;100545;MESTRE
1236LMATM2A;1236LMATM2A1244;LIBERDADE;100234;MATE;123;6;1247;2021;2;1261247MED;LMATM2A;M2;09:40-12:10;Sexta Feira;100234;MESTRE
1235LMATM1A;1235LMATM1A1254;LIBERDADE;100364;MATE;123;5;1217;2021;2;1261217ASE;LMATM1A;M1;07:00-09:40;Terça Feira;100364;MESTRE
1233LMATN2A;1233LMATN2A1047;LIBERDADE;100041;MATE;123;3;1246;2021;2;1261246MEC;LMATN2A;N2;20:40-23:10;Sexta Feira;100041;MESTRE
1231LMATM2A;1231LMATM2A0056;LIBERDADE;100177;MATE;123;1;1231;2021;2;1261231FDV;LMATM2A;M2;09:40-12:10;Segunda Feira;100177;MESTRE
1232LMATM2A;1232LMATM2A0753;LIBERDADE;100054;MATE;123;2;1231;2021;2;1261231FDV;LMATM2A;M2;09:40-12:10;Terça Feira;100054;MESTRE
1237BMATM1A;1237BMATM1A1442;BRIGADEIRO;100484;MATE;123;7;1236;2021;2;1261236GEV;BMATM1A;M1;07:00-09:40;Segunda Feira;100484;MESTRE
1236LMATN1A;1236LMATN1A1279;LIBERDADE;100566;MATE;123;6;1242;2021;2;1261242IAA;LMATN1A;N1;18:00-20:30;Terça Feira;100566;MESTRE
1234LMATN1A;1234LMATN1A1230;LIBERDADE;100084;MATE;123;4;1253;2021;2;1261253TNE;LMATN1A;N1;18:00-20:30;Quarta Feira;100084;MESTRE
1231LMATN2A;1231LMATN2A0366;LIBERDADE;100507;MATE;123;1;1245;2021;2;1261245LED;LMATN2A;N2;20:40-23:10;Segunda Feira;100507;MESTRE
1238LMATM2A;1238LMATM2A0235;LIBERDADE;100597;MATE;123;8;1248;2021;2;1261248MED;LMATM2A;M2;09:40-12:10;Quarta Feira;100597;MESTRE
1234BMATM2A;1234BMATM2A1333;BRIGADEIRO;100098;MATE;123;4;1253;2021;2;1261253TNE;BMATM2A;M2;09:40-12:10;Quinta Feira;100098;MESTRE
1234BMATM1A;1234BMATM1A1274;BRIGADEIRO;100322;MATE;123;4;1231;2021;2;1261231FDV;BMATM1A;M1;07:00-09:40;Terça Feira;100322;MESTRE
1238BMATN1A;1238BMATN1A0578;BRIGADEIRO;100108;MATE;123;8;1253;2021;2;1261253TNE;BMATN1A;N1;18:00-20:30;Quinta Feira;100108;MESTRE
1238LMATM1A;1238LMATM1A1007;LIBERDADE;100616;MATE;123;8;1218;2021;2;1261218ATC;LMATM1A;M1;07:00-09:40;Quarta Feira;100616;ESPECIALISTA
1236LMATM2A;1236LMATM2A1382;LIBERDADE;100553;MATE;123;6;1214;2021;2;1261214ÁLL;LMATM2A;M2;09:40-12:10;Sexta Feira;100553;MESTRE
1232BMATN1A;1232BMATN1A0149;BRIGADEIRO;100125;MATE;123;2;1215;2021;2;1261215ACP;BMATN1A;N1;18:00-20:30;Sexta Feira;100125;MESTRE
1237LMATM1A;1237LMATM1A1340;LIBERDADE;100627;MATE;123;7;1222;2021;2;1261222DID;LMATM1A;M1;07:00-09:40;Quinta Feira;100627;ESPECIALISTA
1235BMATM1A;1235BMATM1A0510;BRIGADEIRO;100098;MATE;123;5;1213;2021;2;1261213ALG;BMATM1A;M1;07:00-09:40;Quarta Feira;100098;MESTRE
1233LMATM2A;1233LMATM2A1065;LIBERDADE;100111;MATE;123;3;1236;2021;2;1261236GEV;LMATM2A;M2;09:40-12:10;Segunda Feira;100111;MESTRE
1238BMATM1A;1238BMATM1A0582;BRIGADEIRO;100253;MATE;123;8;1246;2021;2;1261246MEC;BMATM1A;M1;07:00-09:40;Quinta Feira;100253;MESTRE
1237BMATN1A;1237BMATN1A1457;BRIGADEIRO;100241;MATE;123;7;1236;2021;2;1261236GEV;BMATN1A;N1;18:00-20:30;Segunda Feira;100241;ESPECIALISTA
1231BMATN2A;1231BMATN2A1322;BRIGADEIRO;100172;MATE;123;1;1216;2021;2;1261216AEB;BMATN2A;N2;20:40-23:10;Terça Feira;100172;MESTRE
1232BMATM2A;1232BMATM2A0630;BRIGADEIRO;100742;MATE;123;2;1252;2021;2;1261252PDE;BMATM2A;M2;09:40-12:10;Terça Feira;100742;MESTRE
1237LMATM1A;1237LMATM1A0941;LIBERDADE;100549;MATE;123;7;1247;2021;2;1261247MED;LMATM1A;M1;07:00-09:40;Sexta Feira;100549;MESTRE
1236BMATM1A;1236BMATM1A0208;BRIGADEIRO;100440;MATE;123;6;1219;2021;2;1261219AEC;BMATM1A;M1;07:00-09:40;Sexta Feira;100440;MESTRE
1231BMATM2A;1231BMATM2A1467;BRIGADEIRO;100648;MATE;123;1;1235;2021;2;1261235GEE;BMATM2A;M2;09:40-12:10;Quarta Feira;100648;ESPECIALISTA
1236BMATN2A;1236BMATN2A0672;BRIGADEIRO;100030;MATE;123;6;1241;2021;2;1261241INT;BMATN2A;N2;20:40-23:10;Quarta Feira;100030;MESTRE
1235BMATN2A;1235BMATN2A0644;BRIGADEIRO;100015;MATE;123;5;1239;2021;2;1261239HED;BMATN2A;N2;20:40-23:10;Quinta Feira;100015;MESTRE
1233LMATN2A;1233LMATN2A0048;LIBERDADE;100253;MATE;123;3;1218;2021;2;1261218ATC;LMATN2A;N2;20:40-23:10;Sexta Feira;100253;MESTRE
1231LMATM1A;1231LMATM1A0697;LIBERDADE;100623;MATE;123;1;1236;2021;2;1261236GEV;LMATM1A;M1;07:00-09:40;Segunda Feira;100623;MESTRE
1233LMATM1A;1233LMATM1A0976;LIBERDADE;100083;MATE;123;3;1213;2021;2;1261213ALG;LMATM1A;M1;07:00-09:40;Terça Feira;100083;MESTRE
1235BMATM2A;1235BMATM2A0981;BRIGADEIRO;100459;MATE;123;5;1222;2021;2;1261222DID;BMATM2A;M2;09:40-12:10;Quinta Feira;100459;MESTRE
1232BMATM1A;1232BMATM1A1308;BRIGADEIRO;100467;MATE;123;2;1254;2021;2;1261254TRI;BMATM1A;M1;07:00-09:40;Segunda Feira;100467;MESTRE
1232BMATM2A;1232BMATM2A0466;BRIGADEIRO;100535;MATE;123;2;1253;2021;2;1261253TNE;BMATM2A;M2;09:40-12:10;Sexta Feira;100535;MESTRE
1238LMATN2A;1238LMATN2A0386;LIBERDADE;100550;MATE;123;8;1231;2021;2;1261231FDV;LMATN2A;N2;20:40-23:10;Segunda Feira;100550;ESPECIALISTA
1236LMATN2A;1236LMATN2A1454;LIBERDADE;100358;MATE;123;6;1221;2021;2;1261221COM;LMATN2A;N2;20:40-23:10;Terça Feira;100358;MESTRE
1234BMATN2A;1234BMATN2A0831;BRIGADEIRO;100047;MATE;123;4;1223;2021;2;1261223EDI;BMATN2A;N2;20:40-23:10;Quarta Feira;100047;MESTRE
1232LMATN1A;1232LMATN1A0614;LIBERDADE;100514;MATE;123;2;1245;2021;2;1261245LED;LMATN1A;N1;18:00-20:30;Terça Feira;100514;ESPECIALISTA
1235LMATN2A;1235LMATN2A1312;LIBERDADE;100048;MATE;123;5;1217;2021;2;1261217ASE;LMATN2A;N2;20:40-23:10;Quinta Feira;100048;MESTRE
1236LMATM1A;1236LMATM1A1187;LIBERDADE;100253;MATE;123;6;1238;2021;2;1261238HDA;LMATM1A;M1;07:00-09:40;Quarta Feira;100253;MESTRE
1237BMATN1A;1237BMATN1A0217;BRIGADEIRO;100378;MATE;123;7;1244;2021;2;1261244LIB;BMATN1A;N1;18:00-20:30;Quarta Feira;100378;MESTRE
1238LMATM2A;1238LMATM2A1390;LIBERDADE;100147;MATE;123;8;1214;2021;2;1261214ÁLL;LMATM2A;M2;09:40-12:10;Segunda Feira;100147;MESTRE
1234BMATN1A;1234BMATN1A0788;BRIGADEIRO;100202;MATE;123;4;1232;2021;2;1261232FUP;BMATN1A;N1;18:00-20:30;Quinta Feira;100202;MESTRE
1238BMATN1A;1238BMATN1A1335;BRIGADEIRO;100488;MATE;123;8;1227;2021;2;1261227ES3;BMATN1A;N1;18:00-20:30;Sexta Feira;100488;MESTRE
1234BMATN2A;1234BMATN2A0954;BRIGADEIRO;100210;MATE;123;4;1219;2021;2;1261219AEC;BMATN2A;N2;20:40-23:10;Sexta Feira;100210;MESTRE
1232BMATN1A;1232BMATN1A1440;BRIGADEIRO;100179;MATE;123;2;1213;2021;2;1261213ALG;BMATN1A;N1;18:00-20:30;Segunda Feira;100179;MESTRE
1235LMATN1A;1235LMATN1A1520;LIBERDADE;100275;MATE;123;5;1213;2021;2;1261213ALG;LMATN1A;N1;18:00-20:30;Terça Feira;100275;MESTRE
1237LMATN1A;1237LMATN1A0900;LIBERDADE;100383;MATE;123;7;1222;2021;2;1261222DID;LMATN1A;N1;18:00-20:30;Quarta Feira;100383;MESTRE
1235LMATM1A;1235LMATM1A0792;LIBERDADE;100509;MATE;123;5;1220;2021;2;1261220CÁA;LMATM1A;M1;07:00-09:40;Quinta Feira;100509;ESPECIALISTA
1238LMATM1A;1238LMATM1A0994;LIBERDADE;100248;MATE;123;8;1230;2021;2;1261230FÍG;LMATM1A;M1;07:00-09:40;Sexta Feira;100248;MESTRE
1237BMATM2A;1237BMATM2A0324;BRIGADEIRO;100177;MATE;123;7;1214;2021;2;1261214ÁLL;BMATM2A;M2;09:40-12:10;Terça Feira;100177;MESTRE
1232LMATM2A;1232LMATM2A1068;LIBERDADE;100170;MATE;123;2;1217;2021;2;1261217ASE;LMATM2A;M2;09:40-12:10;Quarta Feira;100170;MESTRE
1231LMATM1A;1231LMATM1A0084;LIBERDADE;100532;MATE;123;1;1246;2021;2;1261246MEC;LMATM1A;M1;07:00-09:40;Segunda Feira;100532;MESTRE
1233LMATM2A;1233LMATM2A0546;LIBERDADE;100481;MATE;123;3;1233;2021;2;1261233FDM;LMATM2A;M2;09:40-12:10;Quinta Feira;100481;MESTRE
1237LMATN2A;1237LMATN2A1291;LIBERDADE;100259;MATE;123;7;1216;2021;2;1261216AEB;LMATN2A;N2;20:40-23:10;Segunda Feira;100259;MESTRE
1237BMATN1A;1237BMATN1A0154;BRIGADEIRO;100652;MATE;123;7;1223;2021;2;1261223EDI;BMATN1A;N1;18:00-20:30;Quinta Feira;100652;ESPECIALISTA
1238LMATN1A;1238LMATN1A1456;LIBERDADE;100724;MATE;123;8;1225;2021;2;1261225ES1;LMATN1A;N1;18:00-20:30;Sexta Feira;100724;ESPECIALISTA
1236LMATM2A;1236LMATM2A0777;LIBERDADE;100331;MATE;123;6;1246;2021;2;1261246MEC;LMATM2A;M2;09:40-12:10;Sexta Feira;100331;MESTRE
1233LMATN1A;1233LMATN1A0378;LIBERDADE;100573;MATE;123;3;1230;2021;2;1261230FÍG;LMATN1A;N1;18:00-20:30;Segunda Feira;100573;MESTRE
1234BMATM1B;1234BMATM1A1535;BRIGADEIRO;100035;MATE;123;4;1252;2021;2;1261252PDE;BMATM1A;M1;07:00-09:40;Terça Feira;100035;DOUTOR
1234BMATM2A;1234BMATM2A0963;BRIGADEIRO;100440;MATE;123;4;1216;2021;2;1261216AEB;BMATM2A;M2;09:40-12:10;Segunda Feira;100440;MESTRE
1232BMATM1A;1232BMATM1A0464;BRIGADEIRO;100465;MATE;123;2;1229;2021;2;1261229ESD;BMATM1A;M1;07:00-09:40;Quarta Feira;100465;MESTRE
1236LMATM2A;1236LMATM2A1042;LIBERDADE;100333;MATE;123;6;1226;2021;2;1261226ES2;LMATM2A;M2;09:40-12:10;Terça Feira;100333;MESTRE
1237LMATM1A;1237LMATM1A0193;LIBERDADE;100448;MATE;123;7;1245;2021;2;1261245LED;LMATM1A;M1;07:00-09:40;Terça Feira;100448;MESTRE
1234BMATN2A;1234BMATN2A0131;BRIGADEIRO;100702;MATE;123;4;1229;2021;2;1261229ESD;BMATN2A;N2;20:40-23:10;Terça Feira;100702;ESPECIALISTA
1232BMATN2A;1232BMATN2A0734;BRIGADEIRO;100149;MATE;123;2;1252;2021;2;1261252PDE;BMATN2A;N2;20:40-23:10;Quarta Feira;100149;MESTRE
1236LMATN2A;1236LMATN2A0965;LIBERDADE;100037;MATE;123;6;1253;2021;2;1261253TNE;LMATN2A;N2;20:40-23:10;Quinta Feira;100037;MESTRE
1238LMATM1A;1238LMATM1A0999;LIBERDADE;100487;MATE;123;8;1224;2021;2;1261224EQA;LMATM1A;M1;07:00-09:40;Quarta Feira;100487;MESTRE
1234LMATN1A;1234LMATN1A1166;LIBERDADE;100193;MATE;123;4;1248;2021;2;1261248MED;LMATN1A;N1;18:00-20:30;Terça Feira;100193;MESTRE
1231BMATM1A;1231BMATM1A0050;BRIGADEIRO;100142;MATE;123;1;1241;2021;2;1261241INT;BMATM1A;M1;07:00-09:40;Quinta Feira;100142;MESTRE
1233LMATM1A;1233LMATM1A0420;LIBERDADE;100064;MATE;123;3;1246;2021;2;1261246MEC;LMATM1A;M1;07:00-09:40;Quinta Feira;100064;MESTRE
1236LMATN2A;1236LMATN2A1341;LIBERDADE;100314;MATE;123;6;1222;2021;2;1261222DID;LMATN2A;N2;20:40-23:10;Sexta Feira;100314;ESPECIALISTA
1237LMATN2A;1237LMATN2A0028;LIBERDADE;100440;MATE;123;7;1224;2021;2;1261224EQA;LMATN2A;N2;20:40-23:10;Segunda Feira;100440;MESTRE
1231BMATN2A;1231BMATN2A0473;BRIGADEIRO;100369;MATE;123;1;1229;2021;2;1261229ESD;BMATN2A;N2;20:40-23:10;Terça Feira;100369;MESTRE
