chavematricula;codmaricula;ra;codcurso;serie;codturno;codunidade;unidade;codturma;siglaturno;tipocurso;datamatricula;coddisciplina;sigladisciplina;status
07076LMATN1A;1233LMATN1A;104951;123;3;1;1;LIBERDADE;LMATN1A;N1;BACHARELADO;16/07/21;1235;1261235GEE;Ativo
07077LSISN2A;1251LSISN2A;104952;125;1;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;27/06/21;1168;701_092_AP;Ativo
07078LSISN2A;1251LSISN2A;104952;125;1;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;27/06/21;1169;701_092_IB;Ativo
07079LSISN2A;1251LSISN2A;104952;125;1;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;27/06/21;1170;701_092_LP;Ativo
07080LSISN2A;1251LSISN2A;104952;125;1;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;27/06/21;1171;701_092_M;Ativo
07081LSISN2A;1251LSISN2A;104952;125;1;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;27/06/21;1172;701_092_PPI;Ativo
07082BLIPN1A;1373BLIPN1A;104953;137;3;1;2;BRIGADEIRO;BLIPN1A;N1;LICENCIATURA;21/07/21;9999;Matricula;Concluido
07083BSISN1A;1256BSISN1A;104954;125;6;1;2;BRIGADEIRO;BSISN1A;N1;BACHARELADO;01/06/21;9999;Matricula;Concluido
07084BREDN2A;1324BREDN2A;104955;132;4;2;2;BRIGADEIRO;BREDN2A;N2;TECNOLOGICO;09/07/21;9999;Matricula;Concluido
07085BBDDN1A;1275BBDDN1A;104956;127;5;1;2;BRIGADEIRO;BBDDN1A;N1;TECNOLOGICO;27/07/21;9999;Matricula;Cancelado
07086BSECM1A;1335BSECM1A;104957;133;5;3;2;BRIGADEIRO;BSECM1A;M1;TECNOLOGICO;16/06/21;9999;Matricula;Trancado
07087LSGIN1A;1341LSGIN1A;104958;134;1;1;1;LIBERDADE;LSGIN1A;N1;TECNOLOGICO;26/07/21;9999;Matricula;Concluido
07088LADMN2A;1206LADMN2A;104959;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;28/06/21;532;106_081_FC;Ativo
07089LADMN2A;1206LADMN2A;104959;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;28/06/21;538;106_081_GPE;Ativo
07090LADMN2A;1206LADMN2A;104959;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;28/06/21;534;106_081_LE;Ativo
07091LADMN2A;1206LADMN2A;104959;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;28/06/21;535;106_081_M;Ativo
07092LADMN2A;1206LADMN2A;104959;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;28/06/21;536;106_081_MF;Ativo
07093LADMN2A;1206LADMN2A;104959;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;28/06/21;539;106_081_PPIN;Ativo
07094BSIDN2A;1352BSIDN2A;104960;135;2;2;2;BRIGADEIRO;BSIDN2A;N2;TECNOLOGICO;08/06/21;9999;Matricula;Concluido
07095LLIPM1A;1375LLIPM1A;104961;137;5;3;1;LIBERDADE;LLIPM1A;M1;LICENCIATURA;16/06/21;9999;Matricula;Cancelado
07096LADMN2A;1201LADMN2A;104962;120;1;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;03/07/21;9999;Matricula;Trancado
07097LICCM1A;1304LICCM1A;104963;130;4;3;1;LIBERDADE;LICCM1A;M1;TECNOLOGICO;16/07/21;9999;Matricula;Trancado
07098BLICM1A;1384BLICM1A;104964;138;4;3;2;BRIGADEIRO;BLICM1A;M1;LICENCIATURA;11/06/21;9999;Matricula;Cancelado
07099BPEDM1A;1247BPEDM1A;104965;124;7;3;2;BRIGADEIRO;BPEDM1A;M1;BACHARELADO;12/07/21;9999;Matricula;Cancelado
07100BMATM1A;1232BMATM1A;104966;123;2;3;2;BRIGADEIRO;BMATM1A;M1;BACHARELADO;10/07/21;1254;1261254TRI;Ativo
07101BJGDM2A;1314BJGDM2A;104967;131;4;4;2;BRIGADEIRO;BJGDM2A;M2;TECNOLOGICO;01/06/21;9999;Matricula;Cancelado
07102LADSN2A;1261LADSN2A;104968;126;1;2;1;LIBERDADE;LADSN2A;N2;TECNOLOGICO;09/06/21;9999;Matricula;Concluido
07103LLICM1A;1382LLICM1A;104969;138;2;3;1;LIBERDADE;LLICM1A;M1;LICENCIATURA;30/06/21;9999;Matricula;Concluido
07104LLIPN1A;1375LLIPN1A;104970;137;5;1;1;LIBERDADE;LLIPN1A;N1;LICENCIATURA;08/07/21;9999;Matricula;Trancado
07105LADMN2A;1205LADMN2A;104971;120;5;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;18/07/21;527;105_081_EGPR;Ativo
07106LADMN2A;1205LADMN2A;104971;120;5;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;18/07/21;528;105_081_GTI;Ativo
07107LADMN2A;1205LADMN2A;104971;120;5;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;18/07/21;529;105_081_GP;Ativo
07108LADMN2A;1205LADMN2A;104971;120;5;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;18/07/21;530;105_081_PO;Ativo
07109LADMN2A;1205LADMN2A;104971;120;5;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;18/07/21;531;105_081_PPIN;Ativo
07110LLIPM2A;1374LLIPM2A;104972;137;4;4;1;LIBERDADE;LLIPM2A;M2;LICENCIATURA;18/07/21;9999;Matricula;Cancelado
07111LENCN2A;1366LENCN2A;104973;136;6;2;1;LIBERDADE;LENCN2A;N2;ENGENHARIA;15/06/21;9999;Matricula;Trancado
07112BLICN1A;1383BLICN1A;104974;138;3;1;2;BRIGADEIRO;BLICN1A;N1;LICENCIATURA;17/06/21;9999;Matricula;Cancelado
07113LMATN2A;1232LMATN2A;104975;123;2;2;1;LIBERDADE;LMATN2A;N2;BACHARELADO;28/06/21;1235;1261235GEE;Ativo
07114BJGDM2A;1312BJGDM2A;104976;131;2;4;2;BRIGADEIRO;BJGDM2A;M2;TECNOLOGICO;12/06/21;9999;Matricula;Trancado
07115LLICM1A;1381LLICM1A;104977;138;1;3;1;LIBERDADE;LLICM1A;M1;LICENCIATURA;23/06/21;9999;Matricula;Concluido
07116LCCPM1A;1213LCCPM1A;104978;121;3;3;1;LIBERDADE;LCCPM1A;M1;BACHARELADO;01/07/21;634;203_092_E;Ativo
07117LCCPM1A;1213LCCPM1A;104978;121;3;3;1;LIBERDADE;LCCPM1A;M1;BACHARELADO;01/07/21;635;203_092_ED;Ativo
07118LCCPM1A;1213LCCPM1A;104978;121;3;3;1;LIBERDADE;LCCPM1A;M1;BACHARELADO;01/07/21;636;203_092_LP;Ativo
07119LCCPM1A;1213LCCPM1A;104978;121;3;3;1;LIBERDADE;LCCPM1A;M1;BACHARELADO;01/07/21;637;203_092_MC;Ativo
07120LCCPM1A;1213LCCPM1A;104978;121;3;3;1;LIBERDADE;LCCPM1A;M1;BACHARELADO;01/07/21;638;203_092_PPI;Ativo
07121LICCN2A;1302LICCN2A;104979;130;2;2;1;LIBERDADE;LICCN2A;N2;TECNOLOGICO;29/06/21;9999;Matricula;Concluido
07122BADSM2A;1263BADSM2A;104980;126;3;4;2;BRIGADEIRO;BADSM2A;M2;TECNOLOGICO;02/06/21;9999;Matricula;Cancelado
07123LJGDN1A;1314LJGDN1A;104981;131;4;1;1;LIBERDADE;LJGDN1A;N1;TECNOLOGICO;28/06/21;9999;Matricula;Trancado
07124LLIPN2A;1371LLIPN2A;104982;137;1;2;1;LIBERDADE;LLIPN2A;N2;LICENCIATURA;14/06/21;9999;Matricula;Concluido
07125LADSN1A;1264LADSN1A;104983;126;4;1;1;LIBERDADE;LADSN1A;N1;TECNOLOGICO;04/06/21;9999;Matricula;Cancelado
07126LBDIN2A;1283LBDIN2A;104984;128;3;2;1;LIBERDADE;LBDIN2A;N2;TECNOLOGICO;03/07/21;9999;Matricula;Cancelado
07127LENCN1A;1368LENCN1A;104985;136;8;1;1;LIBERDADE;LENCN1A;N1;ENGENHARIA;11/07/21;9999;Matricula;Cancelado
07128LENCN1A;1367LENCN1A;104986;136;7;1;1;LIBERDADE;LENCN1A;N1;ENGENHARIA;22/06/21;9999;Matricula;Concluido
07129BLICM1A;1383BLICM1A;104987;138;3;3;2;BRIGADEIRO;BLICM1A;M1;LICENCIATURA;03/06/21;9999;Matricula;Trancado
07130BCCTM2A;1228BCCTM2A;104988;122;8;4;2;BRIGADEIRO;BCCTM2A;M2;BACHARELADO;24/06/21;9999;Matricula;Cancelado
07131LSECN1A;1334LSECN1A;104989;133;4;1;1;LIBERDADE;LSECN1A;N1;TECNOLOGICO;30/07/21;9999;Matricula;Trancado
07132BMATN1A;1236BMATN1A;104990;123;6;1;2;BRIGADEIRO;BMATN1A;N1;BACHARELADO;05/06/21;1225;1261225ES1;Ativo
07133BADMM1A;1205BADMM1A;104991;120;5;3;2;BRIGADEIRO;BADMM1A;M1;BACHARELADO;23/06/21;9999;Matricula;Trancado
07134BSECM1A;1335BSECM1A;104992;133;5;3;2;BRIGADEIRO;BSECM1A;M1;TECNOLOGICO;05/07/21;9999;Matricula;Concluido
07135LSGIN1A;1343LSGIN1A;104993;134;3;1;1;LIBERDADE;LSGIN1A;N1;TECNOLOGICO;26/07/21;9999;Matricula;Concluido
07136LLICM1A;1382LLICM1A;104994;138;2;3;1;LIBERDADE;LLICM1A;M1;LICENCIATURA;04/07/21;9999;Matricula;Trancado
07137LSECN1A;1335LSECN1A;104995;133;5;1;1;LIBERDADE;LSECN1A;N1;TECNOLOGICO;11/07/21;9999;Matricula;Concluido
07138BBDDN2A;1272BBDDN2A;104996;127;2;2;2;BRIGADEIRO;BBDDN2A;N2;TECNOLOGICO;29/07/21;589;823B_092_FBD;Ativo
07139BBDDN2A;1272BBDDN2A;104996;127;2;2;2;BRIGADEIRO;BBDDN2A;N2;TECNOLOGICO;29/07/21;590;823B_092_FSO;Ativo
07140BBDDN2A;1272BBDDN2A;104996;127;2;2;2;BRIGADEIRO;BBDDN2A;N2;TECNOLOGICO;29/07/21;591;823B_092_ICSOR;Ativo
07141BBDDN2A;1272BBDDN2A;104996;127;2;2;2;BRIGADEIRO;BBDDN2A;N2;TECNOLOGICO;29/07/21;592;823B_092_ICS;Ativo
07142BBDDN2A;1272BBDDN2A;104996;127;2;2;2;BRIGADEIRO;BBDDN2A;N2;TECNOLOGICO;29/07/21;593;823B_092_PPI;Ativo
07143LBDDN2A;1274LBDDN2A;104997;127;4;2;1;LIBERDADE;LBDDN2A;N2;TECNOLOGICO;12/06/21;9999;Matricula;Cancelado
07144LMATN1A;1238LMATN1A;104998;123;8;1;1;LIBERDADE;LMATN1A;N1;BACHARELADO;09/07/21;1225;1261225ES1;Ativo
07145LSISN2A;1257LSISN2A;104999;125;7;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;02/07/21;9999;Matricula;Concluido
07146BCCTM1A;1227BCCTM1A;105000;122;7;3;2;BRIGADEIRO;BCCTM1A;M1;BACHARELADO;06/07/21;9999;Matricula;Cancelado
07147LBDDM1A;1271LBDDM1A;105001;127;1;3;1;LIBERDADE;LBDDM1A;M1;TECNOLOGICO;20/06/21;9999;Matricula;Concluido
07148LBLCM2A;1292LBLCM2A;105002;129;2;4;1;LIBERDADE;LBLCM2A;M2;TECNOLOGICO;19/06/21;9999;Matricula;Concluido
07149BBLCM2A;1294BBLCM2A;105003;129;4;4;2;BRIGADEIRO;BBLCM2A;M2;TECNOLOGICO;08/06/21;9999;Matricula;Cancelado
07150LADSN1A;1261LADSN1A;105004;126;1;1;1;LIBERDADE;LADSN1A;N1;TECNOLOGICO;28/06/21;1168;701_092_AP;Ativo
07151LADSN1A;1261LADSN1A;105004;126;1;1;1;LIBERDADE;LADSN1A;N1;TECNOLOGICO;28/06/21;1169;701_092_IB;Ativo
07152LADSN1A;1261LADSN1A;105004;126;1;1;1;LIBERDADE;LADSN1A;N1;TECNOLOGICO;28/06/21;1170;701_092_LP;Ativo
07153LADSN1A;1261LADSN1A;105004;126;1;1;1;LIBERDADE;LADSN1A;N1;TECNOLOGICO;28/06/21;1171;701_092_M;Ativo
07154LADSN1A;1261LADSN1A;105004;126;1;1;1;LIBERDADE;LADSN1A;N1;TECNOLOGICO;28/06/21;1172;701_092_PPI;Ativo
07155BBLCM2A;1294BBLCM2A;105005;129;4;4;2;BRIGADEIRO;BBLCM2A;M2;TECNOLOGICO;29/06/21;9999;Matricula;Cancelado
07156BBLCN2A;1295BBLCN2A;105006;129;5;2;2;BRIGADEIRO;BBLCN2A;N2;TECNOLOGICO;12/06/21;9999;Matricula;Trancado
07157LREDM2A;1322LREDM2A;105007;132;2;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;03/07/21;1079;821B_092_101_CR;Ativo
07158LREDM2A;1322LREDM2A;105007;132;2;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;03/07/21;1080;821B_092_101_FIE;Ativo
07159LREDM2A;1322LREDM2A;105007;132;2;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;03/07/21;1081;821B_092_101_FSO;Ativo
07160LREDM2A;1322LREDM2A;105007;132;2;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;03/07/21;1082;821B_092_101_ICSO;Ativo
07161LREDM2A;1322LREDM2A;105007;132;2;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;03/07/21;1083;821B_092_101_PPI;Ativo
07162BSGIN1A;1341BSGIN1A;105008;134;1;1;2;BRIGADEIRO;BSGIN1A;N1;TECNOLOGICO;17/07/21;9999;Matricula;Trancado
07163LLICM1A;1385LLICM1A;105009;138;5;3;1;LIBERDADE;LLICM1A;M1;LICENCIATURA;11/06/21;9999;Matricula;Concluido
07164BBDDM2A;1271BBDDM2A;105010;127;1;4;2;BRIGADEIRO;BBDDM2A;M2;TECNOLOGICO;05/06/21;9999;Matricula;Cancelado
07165LREDM2A;1322LREDM2A;105011;132;2;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;08/06/21;1079;821B_092_101_CR;Ativo
07166LREDM2A;1322LREDM2A;105011;132;2;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;08/06/21;1080;821B_092_101_FIE;Ativo
07167LREDM2A;1322LREDM2A;105011;132;2;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;08/06/21;1081;821B_092_101_FSO;Ativo
07168LREDM2A;1322LREDM2A;105011;132;2;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;08/06/21;1082;821B_092_101_ICSO;Ativo
07169LREDM2A;1322LREDM2A;105011;132;2;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;08/06/21;1083;821B_092_101_PPI;Ativo
07170BENCN2A;1367BENCN2A;105012;136;7;2;2;BRIGADEIRO;BENCN2A;N2;ENGENHARIA;17/07/21;9999;Matricula;Trancado
07171LCCPN2A;1214LCCPN2A;105013;121;4;2;1;LIBERDADE;LCCPN2A;N2;BACHARELADO;02/07/21;9999;Matricula;Concluido
07172LCCPN1A;1216LCCPN1A;105014;121;6;1;1;LIBERDADE;LCCPN1A;N1;BACHARELADO;14/07/21;650;206_092_BD;Ativo
07173LCCPN1A;1216LCCPN1A;105014;121;6;1;1;LIBERDADE;LCCPN1A;N1;BACHARELADO;14/07/21;651;206_092_ES;Ativo
07174LCCPN1A;1216LCCPN1A;105014;121;6;1;1;LIBERDADE;LCCPN1A;N1;BACHARELADO;14/07/21;652;206_092_LFA;Ativo
07175LCCPN1A;1216LCCPN1A;105014;121;6;1;1;LIBERDADE;LCCPN1A;N1;BACHARELADO;14/07/21;653;206_092_PP;Ativo
07176LCCPN1A;1216LCCPN1A;105014;121;6;1;1;LIBERDADE;LCCPN1A;N1;BACHARELADO;14/07/21;654;206_092_PPI;Ativo
07177LCCPN1A;1216LCCPN1A;105014;121;6;1;1;LIBERDADE;LCCPN1A;N1;BACHARELADO;14/07/21;655;206_092_SO;Ativo
07178BSECN1A;1331BSECN1A;105015;133;1;1;2;BRIGADEIRO;BSECN1A;N1;TECNOLOGICO;09/06/21;9999;Matricula;Trancado
07179BPEDN2A;1247BPEDN2A;105016;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;16/07/21;1058;507_081_APMD;Ativo
07180BPEDN2A;1247BPEDN2A;105016;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;16/07/21;1059;507_081_FI;Ativo
07181BPEDN2A;1247BPEDN2A;105016;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;16/07/21;1060;507_081_MA;Ativo
07182BPEDN2A;1247BPEDN2A;105016;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;16/07/21;1061;507_081_MEH;Ativo
07183BPEDN2A;1247BPEDN2A;105016;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;16/07/21;1062;507_081_TCC;Ativo
07184BPEDN2A;1247BPEDN2A;105016;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;16/07/21;1063;507_081_PPI;Ativo
07185LSISN1A;1255LSISN1A;105017;125;5;1;1;LIBERDADE;LSISN1A;N1;BACHARELADO;16/06/21;9999;Matricula;Concluido
07186LJGDN1A;1311LJGDN1A;105018;131;1;1;1;LIBERDADE;LJGDN1A;N1;TECNOLOGICO;27/06/21;9999;Matricula;Concluido
07187BBDIN1A;1283BBDIN1A;105019;128;3;1;2;BRIGADEIRO;BBDIN1A;N1;TECNOLOGICO;23/07/21;9999;Matricula;Concluido
07188LADMM1A;1208LADMM1A;105020;120;8;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;04/06/21;9999;Matricula;Trancado
07189BICCM1A;1301BICCM1A;105021;130;1;3;2;BRIGADEIRO;BICCM1A;M1;TECNOLOGICO;09/07/21;9999;Matricula;Trancado
07190BADMM1A;1202BADMM1A;105022;120;2;3;2;BRIGADEIRO;BADMM1A;M1;BACHARELADO;08/07/21;505;102_092_CG;Ativo
07191BADMM1A;1202BADMM1A;105022;120;2;3;2;BRIGADEIRO;BADMM1A;M1;BACHARELADO;08/07/21;506;102_092_LP;Ativo
07192BADMM1A;1202BADMM1A;105022;120;2;3;2;BRIGADEIRO;BADMM1A;M1;BACHARELADO;08/07/21;507;102_092_M;Ativo
07193BADMM1A;1202BADMM1A;105022;120;2;3;2;BRIGADEIRO;BADMM1A;M1;BACHARELADO;08/07/21;508;102_092_PPI;Ativo
07194BADMM1A;1202BADMM1A;105022;120;2;3;2;BRIGADEIRO;BADMM1A;M1;BACHARELADO;08/07/21;509;102_092_TGA;Ativo
07195BSIDM1A;1355BSIDM1A;105023;135;5;3;2;BRIGADEIRO;BSIDM1A;M1;TECNOLOGICO;28/07/21;9999;Matricula;Cancelado
07196LADMN1A;1206LADMN1A;105024;120;6;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;26/07/21;532;106_081_FC;Ativo
07197LADMN1A;1206LADMN1A;105024;120;6;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;26/07/21;538;106_081_GPE;Ativo
07198LADMN1A;1206LADMN1A;105024;120;6;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;26/07/21;534;106_081_LE;Ativo
07199LADMN1A;1206LADMN1A;105024;120;6;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;26/07/21;535;106_081_M;Ativo
07200LADMN1A;1206LADMN1A;105024;120;6;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;26/07/21;536;106_081_MF;Ativo
07201LADMN1A;1206LADMN1A;105024;120;6;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;26/07/21;539;106_081_PPIN;Ativo
07202LMATN1A;1231LMATN1A;105025;123;1;1;1;LIBERDADE;LMATN1A;N1;BACHARELADO;10/06/21;9999;Matricula;Trancado
07203LENCM1A;1367LENCM1A;105026;136;7;3;1;LIBERDADE;LENCM1A;M1;ENGENHARIA;24/07/21;9999;Matricula;Concluido
07204BADMN2A;1202BADMN2A;105027;120;2;2;2;BRIGADEIRO;BADMN2A;N2;BACHARELADO;01/07/21;505;102_092_CG;Ativo
07205BADMN2A;1202BADMN2A;105027;120;2;2;2;BRIGADEIRO;BADMN2A;N2;BACHARELADO;01/07/21;506;102_092_LP;Ativo
07206BADMN2A;1202BADMN2A;105027;120;2;2;2;BRIGADEIRO;BADMN2A;N2;BACHARELADO;01/07/21;507;102_092_M;Ativo
07207BADMN2A;1202BADMN2A;105027;120;2;2;2;BRIGADEIRO;BADMN2A;N2;BACHARELADO;01/07/21;508;102_092_PPI;Ativo
07208BADMN2A;1202BADMN2A;105027;120;2;2;2;BRIGADEIRO;BADMN2A;N2;BACHARELADO;01/07/21;509;102_092_TGA;Ativo
07209BENCM1A;1366BENCM1A;105028;136;6;3;2;BRIGADEIRO;BENCM1A;M1;ENGENHARIA;02/06/21;9999;Matricula;Concluido
07210LADMN1A;1207LADMN1A;105029;120;7;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;11/06/21;540;107_081_AOSP;Ativo
07211LADMN1A;1207LADMN1A;105029;120;7;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;11/06/21;541;107_081_FC;Ativo
07212LADMN1A;1207LADMN1A;105029;120;7;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;11/06/21;542;107_081_GCP;Ativo
07213LADMN1A;1207LADMN1A;105029;120;7;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;11/06/21;543;107_081_M;Ativo
07214LADMN1A;1207LADMN1A;105029;120;7;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;11/06/21;544;107_081_SGA;Ativo
07215LADMN1A;1207LADMN1A;105029;120;7;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;11/06/21;545;107_081_TCC;Ativo
07216LADMM1A;1203LADMM1A;105030;120;3;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;02/06/21;515;103_092_CO;Ativo
07217LADMM1A;1203LADMM1A;105030;120;3;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;02/06/21;516;103_092_E;Ativo
07218LADMM1A;1203LADMM1A;105030;120;3;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;02/06/21;517;103_092_LT;Ativo
07219LADMM1A;1203LADMM1A;105030;120;3;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;02/06/21;518;103_092_M;Ativo
07220LADMM1A;1203LADMM1A;105030;120;3;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;02/06/21;519;103_092_PPI;Ativo
07221LADMM1A;1203LADMM1A;105030;120;3;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;02/06/21;520;103_092_SO;Ativo
07222BICCM1A;1304BICCM1A;105031;130;4;3;2;BRIGADEIRO;BICCM1A;M1;TECNOLOGICO;12/07/21;9999;Matricula;Concluido
07223LADMN1A;1203LADMN1A;105032;120;3;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;30/06/21;515;103_092_CO;Ativo
07224LADMN1A;1203LADMN1A;105032;120;3;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;30/06/21;516;103_092_E;Ativo
07225LADMN1A;1203LADMN1A;105032;120;3;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;30/06/21;517;103_092_LT;Ativo
07226LADMN1A;1203LADMN1A;105032;120;3;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;30/06/21;518;103_092_M;Ativo
07227LADMN1A;1203LADMN1A;105032;120;3;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;30/06/21;519;103_092_PPI;Ativo
07228LADMN1A;1203LADMN1A;105032;120;3;1;1;LIBERDADE;LADMN1A;N1;BACHARELADO;30/06/21;520;103_092_SO;Ativo
07229LENCM1A;1368LENCM1A;105033;136;8;3;1;LIBERDADE;LENCM1A;M1;ENGENHARIA;30/07/21;9999;Matricula;Concluido
07230BPEDN1A;1241BPEDN1A;105034;124;1;1;2;BRIGADEIRO;BPEDN1A;N1;BACHARELADO;06/06/21;9999;Matricula;Concluido
07231BCCTM1A;1228BCCTM1A;105035;122;8;3;2;BRIGADEIRO;BCCTM1A;M1;BACHARELADO;01/07/21;9999;Matricula;Cancelado
07232BPEDN2A;1247BPEDN2A;105036;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;21/07/21;1058;507_081_APMD;Ativo
07233BPEDN2A;1247BPEDN2A;105036;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;21/07/21;1059;507_081_FI;Ativo
07234BPEDN2A;1247BPEDN2A;105036;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;21/07/21;1060;507_081_MA;Ativo
07235BPEDN2A;1247BPEDN2A;105036;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;21/07/21;1061;507_081_MEH;Ativo
07236BPEDN2A;1247BPEDN2A;105036;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;21/07/21;1062;507_081_TCC;Ativo
07237BPEDN2A;1247BPEDN2A;105036;124;7;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;21/07/21;1063;507_081_PPI;Ativo
07238LBDIM2A;1282LBDIM2A;105037;128;2;4;1;LIBERDADE;LBDIM2A;M2;TECNOLOGICO;16/07/21;9999;Matricula;Trancado
07239BPEDM2A;1246BPEDM2A;105038;124;6;4;2;BRIGADEIRO;BPEDM2A;M2;BACHARELADO;02/06/21;9999;Matricula;Concluido
07240BENCM2A;1361BENCM2A;105039;136;1;4;2;BRIGADEIRO;BENCM2A;M2;ENGENHARIA;10/06/21;9999;Matricula;Concluido
07241LPEDN2A;1246LPEDN2A;105040;124;6;2;1;LIBERDADE;LPEDN2A;N2;BACHARELADO;02/06/21;1047;506_081_AA;Ativo
07242LPEDN2A;1246LPEDN2A;105040;124;6;2;1;LIBERDADE;LPEDN2A;N2;BACHARELADO;02/06/21;1048;506_081_MEC;Ativo
07243LPEDN2A;1246LPEDN2A;105040;124;6;2;1;LIBERDADE;LPEDN2A;N2;BACHARELADO;02/06/21;1049;506_081_MEG;Ativo
07244LPEDN2A;1246LPEDN2A;105040;124;6;2;1;LIBERDADE;LPEDN2A;N2;BACHARELADO;02/06/21;1050;506_081_MEM;Ativo
07245LPEDN2A;1246LPEDN2A;105040;124;6;2;1;LIBERDADE;LPEDN2A;N2;BACHARELADO;02/06/21;1051;506_081_TCC;Ativo
07246LPEDN2A;1246LPEDN2A;105040;124;6;2;1;LIBERDADE;LPEDN2A;N2;BACHARELADO;02/06/21;1052;506_081_PPI;Ativo
07247BADMN1A;1206BADMN1A;105041;120;6;1;2;BRIGADEIRO;BADMN1A;N1;BACHARELADO;02/06/21;9999;Matricula;Trancado
07248BADMN1A;1202BADMN1A;105042;120;2;1;2;BRIGADEIRO;BADMN1A;N1;BACHARELADO;01/07/21;505;102_092_CG;Ativo
07249BADMN1A;1202BADMN1A;105042;120;2;1;2;BRIGADEIRO;BADMN1A;N1;BACHARELADO;01/07/21;506;102_092_LP;Ativo
07250BADMN1A;1202BADMN1A;105042;120;2;1;2;BRIGADEIRO;BADMN1A;N1;BACHARELADO;01/07/21;507;102_092_M;Ativo
07251BADMN1A;1202BADMN1A;105042;120;2;1;2;BRIGADEIRO;BADMN1A;N1;BACHARELADO;01/07/21;508;102_092_PPI;Ativo
07252BADMN1A;1202BADMN1A;105042;120;2;1;2;BRIGADEIRO;BADMN1A;N1;BACHARELADO;01/07/21;509;102_092_TGA;Ativo
07253BBDIN1A;1282BBDIN1A;105043;128;2;1;2;BRIGADEIRO;BBDIN1A;N1;TECNOLOGICO;08/07/21;9999;Matricula;Cancelado
